number,objectID,objectName,Title,bodyclass1,bodyclass2,Culture,objectDate,objectBegin,objectEnd,Medium,credit,link,folder,img,img2,img3,src,path_x,path_y,feature,labels,size
26,79166,Bonnet,Bonnet,head,,American or European,1830–35,1830,1835,"paper, silk","Purchase, Judith and Gerson Leiber Fund, 1996",http://www.metmuseum.org/art/collection/search/79166,png1,DT1696.jpg,DT1696.jpg,DT1696.jpg,https://images.metmuseum.org/CRDImages/ci/mobile-large/DT1696.jpg,png1/DT1696.jpg,https://raw.githubusercontent.com/3milychu/epochrunway/master/assets/png1/DT1696.jpg.png,"[[ 0.          0.81127812  0.81127812  0.81127812  0.81127812  0.81127812
   0.81127812  0.          0.          0.          0.81127812  0.81127812
   0.          0.          0.        ]
 [ 0.81127812  0.97095059  1.37095059  1.37095059  1.37095059  1.37095059
   0.97095059  0.72192809  0.          0.72192809  0.97095059  0.97095059
   0.72192809  0.          0.        ]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.72192809  0.72192809  0.          0.72192809  0.72192809  0.72192809
   0.72192809  0.          0.        ]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.72192809  0.72192809  0.          0.72192809  0.72192809  0.72192809
   0.72192809  0.          0.        ]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  0.72192809  1.37095059  1.37095059  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  1.92192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  0.72192809  1.37095059
   1.92192809  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.          0.72192809
   1.92192809  1.92192809  1.52192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  0.72192809  0.          0.72192809
   2.32192809  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.92192809  1.92192809  0.72192809  0.          0.72192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.92192809  1.92192809  0.72192809  0.          0.72192809
   1.92192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  0.72192809  0.          0.
   0.72192809  1.37095059  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.          0.          0.
   0.72192809  0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.72192809  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.          0.          0.
   0.72192809  1.37095059  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  0.72192809  0.          0.          0.
   0.72192809  2.32192809  1.37095059  1.92192809  1.92192809  1.92192809
   1.92192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  0.72192809  0.          0.          0.
   0.72192809  1.52192809  1.92192809  1.37095059  2.32192809  1.92192809
   1.92192809  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.          0.          0.
   0.          0.72192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.          0.          0.
   0.          0.          0.72192809  0.72192809  0.72192809  0.72192809
   0.72192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  0.72192809  0.          0.
   0.          0.72192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  1.92192809  0.72192809
   0.          0.72192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  1.92192809  0.72192809
   0.          0.72192809  2.32192809  1.92192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  2.32192809  0.72192809
   0.          0.72192809  2.32192809  1.92192809  2.32192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  0.72192809
   0.          0.72192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.          0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.72192809  0.          0.        ]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  1.37095059
   0.72192809  1.37095059  1.37095059  1.37095059  1.37095059  1.37095059
   0.72192809  0.          0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   0.72192809  0.          0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  1.92192809  1.92192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   0.72192809  0.          0.        ]
 [ 0.81127812  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  1.92192809
   0.72192809  0.          0.        ]
 [ 0.          0.72192809  0.72192809  0.72192809  1.37095059  1.92192809
   1.92192809  1.92192809  1.92192809  1.92192809  1.37095059  0.72192809
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  1.37095059
   1.37095059  1.37095059  1.37095059  1.37095059  0.72192809  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  1.37095059
   1.37095059  1.37095059  1.37095059  1.37095059  0.72192809  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  1.52192809
   1.92192809  1.92192809  1.92192809  1.52192809  0.72192809  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.81127812
   0.81127812  0.81127812  0.81127812  0.81127812  0.          0.          0.
   0.          0.        ]]",54.0,40000
255,81969,Bonnet,Bonnet,head,,American or European,1824,1824,1824,"straw, feathers","Gift of Mr. Lee Simonson, 1939",http://www.metmuseum.org/art/collection/search/81969,png1,CI39.13.118alt.jpg,CI39.13.118alt.jpg,CI39.13.118alt.jpg,https://images.metmuseum.org/CRDImages/ci/mobile-large/CI39.13.118alt.jpg,png1/CI39.13.118alt.jpg,https://raw.githubusercontent.com/3milychu/epochrunway/master/assets/png1/CI39.13.118alt.jpg.png,"[[ 0.          0.          0.          0.          0.          0.81127812
   0.81127812  0.81127812  0.81127812  0.81127812  0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  0.97095059
   0.72192809  1.37095059  1.92192809  1.52192809  0.72192809  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  0.72192809
   0.          0.72192809  1.37095059  1.37095059  0.72192809  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  1.37095059
   0.72192809  1.37095059  1.92192809  1.92192809  1.37095059  0.72192809
   0.72192809  0.72192809  0.        ]
 [ 0.          0.          0.72192809  1.92192809  2.32192809  2.32192809
   1.92192809  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.52192809  0.81127812]
 [ 0.          0.          0.72192809  2.32192809  1.92192809  2.32192809
   1.92192809  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.52192809  2.32192809  0.81127812]
 [ 0.          0.          0.72192809  2.32192809  1.92192809  2.32192809
   1.92192809  1.92192809  2.32192809  2.32192809  1.92192809  1.92192809
   1.92192809  2.32192809  0.81127812]
 [ 0.          0.          0.72192809  1.37095059  1.37095059  1.37095059
   0.72192809  0.72192809  1.37095059  1.92192809  1.37095059  1.37095059
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.72192809  1.37095059  1.37095059  1.37095059  0.72192809
   0.          0.          0.72192809  1.37095059  1.37095059  0.72192809
   1.37095059  1.37095059  0.81127812]
 [ 0.81127812  1.92192809  2.32192809  1.92192809  2.32192809  0.72192809
   0.          0.          0.72192809  1.92192809  1.92192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  2.32192809  0.72192809
   0.          0.          0.72192809  2.32192809  1.92192809  1.92192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  1.92192809  0.72192809
   0.          0.          0.72192809  1.52192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  0.72192809
   0.          0.          0.          0.72192809  1.37095059  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.          0.          0.          0.          0.72192809  1.37095059
   1.37095059  1.37095059  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  0.72192809  1.37095059
   0.72192809  0.          0.          0.          0.72192809  1.37095059
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  0.97095059  1.92192809
   1.52192809  0.72192809  0.          0.          0.72192809  1.92192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  1.92192809  0.97095059
   1.92192809  0.72192809  0.          0.          0.72192809  1.92192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  0.72192809
   1.37095059  0.72192809  0.          0.          0.72192809  1.37095059
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  0.72192809  0.72192809  0.72192809  0.72192809  0.72192809
   0.72192809  0.72192809  0.          0.          0.72192809  1.37095059
   1.37095059  1.37095059  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  0.72192809
   1.37095059  1.37095059  0.72192809  0.72192809  1.37095059  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  1.92192809  1.92192809  1.37095059  1.92192809
   1.52192809  1.92192809  2.32192809  1.92192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  2.32192809  1.92192809
   2.32192809  1.92192809  1.92192809  1.92192809  1.37095059  1.92192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.37095059  1.37095059  1.92192809
   1.52192809  1.52192809  2.32192809  1.92192809  1.92192809  1.52192809
   1.92192809  2.32192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  0.72192809  0.72192809  1.37095059
   0.72192809  1.37095059  1.92192809  1.37095059  1.92192809  1.37095059
   1.37095059  1.92192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.37095059  1.37095059  0.72192809
   0.72192809  1.92192809  1.92192809  1.92192809  1.92192809  1.92192809
   1.37095059  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  1.92192809  2.32192809  2.32192809  1.37095059
   1.37095059  2.32192809  2.32192809  1.92192809  1.92192809  2.32192809
   1.92192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  1.92192809  2.32192809  2.32192809  1.92192809
   1.92192809  2.32192809  1.92192809  1.92192809  1.92192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.92192809  2.32192809  2.32192809  2.32192809  1.92192809
   1.92192809  2.32192809  2.32192809  1.92192809  1.92192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.          0.72192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  1.37095059  1.92192809  1.92192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.          0.72192809  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  1.37095059  1.92192809  1.92192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.          0.72192809  2.32192809  1.92192809  2.32192809
   1.92192809  1.92192809  1.92192809  2.32192809  2.32192809  1.92192809
   1.92192809  2.32192809  0.81127812]
 [ 0.          0.          0.72192809  1.92192809  2.32192809  1.92192809
   1.92192809  1.92192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.          0.          0.72192809  1.92192809  2.32192809  1.92192809
   1.52192809  1.37095059  1.37095059  1.92192809  1.92192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.37095059  0.97095059
   1.92192809  1.37095059  1.37095059  1.92192809  1.52192809  1.92192809
   1.37095059  0.72192809  0.        ]
 [ 0.          0.          0.          0.          0.          0.81127812
   0.81127812  0.81127812  0.81127812  0.81127812  0.81127812  0.81127812
   0.          0.          0.        ]]",0.0,40000
596,84416,Bonnet,Bonnet,head,,American or European,1830s,1830,1839,straw,"Gift of Mrs. William R. Witherell, 1953",http://www.metmuseum.org/art/collection/search/84416,png1,CI53.72.22_S.jpg,CI53.72.22_S.jpg,CI53.72.22_S.jpg,https://images.metmuseum.org/CRDImages/ci/mobile-large/CI53.72.22_S.jpg,png1/CI53.72.22_S.jpg,https://raw.githubusercontent.com/3milychu/epochrunway/master/assets/png1/CI53.72.22_S.jpg.png,"[[ 0.          0.81127812  0.81127812  0.81127812  0.81127812  0.81127812
   0.81127812  0.81127812  0.81127812  0.81127812  0.81127812  0.81127812
   0.81127812  0.          0.        ]
 [ 0.81127812  1.52192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   0.97095059  0.72192809  0.        ]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.37095059  1.37095059
   0.72192809  1.37095059  0.        ]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  1.37095059  1.92192809
   1.92192809  1.92192809  2.32192809  2.32192809  1.92192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  1.92192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  1.92192809  1.92192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   0.72192809  0.72192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.81127812  1.92192809  1.92192809  2.32192809  2.32192809  2.32192809
   0.72192809  0.72192809  1.37095059  1.37095059  0.97095059  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.81127812  1.92192809  1.92192809  2.32192809  2.32192809  2.32192809
   0.72192809  0.72192809  1.37095059  1.37095059  1.37095059  1.92192809
   1.92192809  2.32192809  0.81127812]
 [ 0.81127812  1.92192809  1.92192809  2.32192809  1.37095059  1.37095059
   0.72192809  0.72192809  1.37095059  1.37095059  1.37095059  1.92192809
   1.37095059  1.92192809  0.81127812]
 [ 0.81127812  1.37095059  1.37095059  1.92192809  0.72192809  0.72192809
   0.72192809  0.72192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.37095059  1.52192809  1.52192809  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  1.37095059  1.92192809  1.37095059  1.92192809
   1.92192809  1.52192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  2.32192809  1.92192809  1.92192809  2.32192809  1.92192809
   1.92192809  1.52192809  0.81127812]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.37095059  0.72192809  1.37095059  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  0.72192809  1.37095059
   1.37095059  1.37095059  1.37095059  0.72192809  1.37095059  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  1.92192809  1.92192809
   2.32192809  2.32192809  1.92192809  1.92192809  2.32192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.81127812  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  1.92192809  1.92192809  1.92192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.          0.72192809  0.72192809  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  0.72192809
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  1.37095059  0.        ]
 [ 0.          0.          0.          0.72192809  1.92192809  1.52192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.92192809  2.32192809
   2.32192809  2.32192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.92192809  2.32192809
   1.92192809  1.92192809  1.92192809  2.32192809  2.32192809  1.92192809
   1.92192809  1.37095059  0.        ]
 [ 0.          0.          0.          0.          0.72192809  1.37095059
   1.37095059  1.92192809  2.32192809  2.32192809  2.32192809  1.92192809
   1.92192809  1.37095059  0.        ]
 [ 0.          0.          0.          0.          0.72192809  1.37095059
   1.92192809  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.52192809  2.32192809
   1.92192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.92192809  1.52192809
   2.32192809  1.92192809  2.32192809  1.92192809  2.32192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.92192809  1.37095059
   1.92192809  1.52192809  1.52192809  1.92192809  1.37095059  1.37095059
   1.92192809  1.92192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.92192809  1.37095059
   1.92192809  1.92192809  1.92192809  1.52192809  1.92192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.92192809  1.92192809
   1.92192809  1.92192809  2.32192809  1.92192809  2.32192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.72192809  1.92192809  2.32192809
   1.92192809  1.92192809  1.92192809  1.92192809  1.92192809  1.92192809
   1.92192809  1.92192809  0.81127812]
 [ 0.          0.          0.          0.          0.72192809  1.37095059
   1.52192809  1.92192809  1.92192809  1.92192809  1.92192809  1.92192809
   1.52192809  1.37095059  0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.81127812  0.81127812  0.81127812  0.81127812  0.81127812  0.81127812
   0.81127812  0.          0.        ]]",22.0,40000
602,84431,Bonnet,Bonnet,head,,French,1887,1887,1887,"straw, silk","Gift of Mrs. James G. Flockhart, 1968",http://www.metmuseum.org/art/collection/search/84431,png1,DP269001.jpg,DP269001.jpg,DP269001.jpg,https://images.metmuseum.org/CRDImages/ci/mobile-large/DP269001.jpg,png1/DP269001.jpg,https://raw.githubusercontent.com/3milychu/epochrunway/master/assets/png1/DP269001.jpg.png,"[[ 0.          0.          0.          0.          0.          0.
   0.81127812  0.81127812  0.81127812  0.81127812  0.81127812  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.72192809
   0.97095059  1.37095059  1.52192809  1.92192809  1.52192809  0.72192809
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  1.37095059
   1.37095059  1.37095059  1.52192809  1.92192809  1.92192809  1.37095059
   0.72192809  0.          0.        ]
 [ 0.          0.          0.          0.72192809  1.92192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  2.32192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  2.32192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.          0.72192809  0.72192809  1.37095059  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.81127812  1.92192809  2.32192809  1.92192809  2.32192809  2.32192809
   1.92192809  1.37095059  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  0.72192809  0.        ]
 [ 0.81127812  2.32192809  2.32192809  1.92192809  2.32192809  2.32192809
   1.92192809  1.92192809  1.37095059  2.32192809  2.32192809  2.32192809
   2.32192809  0.72192809  0.        ]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  1.37095059
   1.37095059  0.97095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.81127812  1.92192809  1.92192809  1.92192809  1.37095059  0.72192809
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  0.72192809
   1.37095059  0.72192809  0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  1.92192809  1.92192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  1.52192809
   1.92192809  0.72192809  0.        ]
 [ 0.81127812  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  0.72192809  0.        ]
 [ 0.81127812  2.32192809  1.92192809  1.92192809  2.32192809  2.32192809
   1.92192809  1.92192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  0.72192809  0.        ]
 [ 0.81127812  1.92192809  1.37095059  1.37095059  1.37095059  1.37095059
   1.37095059  0.72192809  1.37095059  0.72192809  0.72192809  0.72192809
   0.72192809  0.          0.        ]
 [ 0.81127812  1.92192809  1.37095059  1.52192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.37095059  0.72192809  0.72192809  0.72192809
   0.72192809  0.          0.        ]
 [ 0.81127812  2.32192809  1.92192809  1.92192809  1.92192809  1.92192809
   2.32192809  2.32192809  2.32192809  1.92192809  2.32192809  2.32192809
   1.52192809  0.72192809  0.        ]
 [ 0.81127812  1.92192809  2.32192809  1.92192809  1.92192809  2.32192809
   2.32192809  2.32192809  1.92192809  2.32192809  1.92192809  1.92192809
   2.32192809  0.72192809  0.        ]
 [ 0.          0.72192809  0.72192809  1.37095059  1.37095059  0.72192809
   0.72192809  1.37095059  1.92192809  1.92192809  1.52192809  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  0.72192809
   0.72192809  1.37095059  1.92192809  1.92192809  1.52192809  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  2.32192809  2.32192809
   2.32192809  2.32192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  2.32192809  2.32192809
   2.32192809  2.32192809  1.92192809  2.32192809  2.32192809  2.32192809
   2.32192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   1.37095059  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  0.72192809  0.72192809
   1.37095059  1.37095059  1.37095059  1.92192809  1.37095059  0.72192809
   0.72192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  1.37095059
   1.92192809  1.92192809  1.92192809  1.92192809  1.92192809  0.72192809
   1.37095059  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.92192809  1.92192809
   2.32192809  2.32192809  2.32192809  1.92192809  2.32192809  1.92192809
   1.92192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.92192809  1.92192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  2.32192809
   1.92192809  0.72192809  0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  1.37095059
   0.72192809  0.          0.        ]
 [ 0.          0.          0.          0.72192809  1.37095059  1.37095059
   1.37095059  1.37095059  1.92192809  1.92192809  1.92192809  0.72192809
   0.          0.          0.        ]
 [ 0.          0.          0.          0.72192809  2.32192809  1.92192809
   2.32192809  2.32192809  2.32192809  2.32192809  2.32192809  0.72192809
   0.          0.          0.        ]
 [ 0.          0.          0.          0.72192809  1.52192809  2.32192809
   2.32192809  2.32192809  2.32192809  2.32192809  1.92192809  0.72192809
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.72192809  0.72192809
   0.72192809  0.72192809  0.72192809  0.72192809  0.72192809  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.          0.
   0.        ]
 [ 0.          0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.          0.
   0.        ]]",17.0,40000
